EURUSD,202006010614,1.110820,1.111020,1.110720,1.110970,0
EURUSD,202006010615,1.111000,1.111140,1.111000,1.111020,0
EURUSD,202006010616,1.111050,1.111080,1.110990,1.111020,0
EURUSD,202006010617,1.111030,1.111050,1.110920,1.110920,0
EURUSD,202006010618,1.110920,1.110930,1.110830,1.110890,0
EURUSD,202006010619,1.110880,1.110890,1.110670,1.110680,0
EURUSD,202006010620,1.110670,1.110900,1.110620,1.110800,0
EURUSD,202006010621,1.110780,1.110960,1.110760,1.110890,0
EURUSD,202006010622,1.110900,1.111030,1.110830,1.110970,0
EURUSD,202006010623,1.110980,1.111050,1.110830,1.111050,0
EURUSD,202006010624,1.111040,1.111190,1.111040,1.111170,0
EURUSD,202006010625,1.111160,1.111210,1.111100,1.111180,0
EURUSD,202006010626,1.111180,1.111300,1.111130,1.111260,0
EURUSD,202006010627,1.111250,1.111370,1.111240,1.111330,0
EURUSD,202006010628,1.111320,1.111470,1.111300,1.111400,0
EURUSD,202006010629,1.111420,1.111430,1.111220,1.111220,0
EURUSD,202006010630,1.111210,1.111350,1.111180,1.111350,0
EURUSD,202006010631,1.111350,1.111480,1.111310,1.111470,0
EURUSD,202006010632,1.111460,1.111470,1.111290,1.111350,0
EURUSD,202006010633,1.111330,1.111490,1.111300,1.111390,0
EURUSD,202006010634,1.111390,1.111440,1.111310,1.111370,0
EURUSD,202006010635,1.111360,1.111410,1.111260,1.111390,0
EURUSD,202006010636,1.111380,1.111410,1.111090,1.111170,0
EURUSD,202006010637,1.111180,1.111250,1.111160,1.111240,0
EURUSD,202006010638,1.111230,1.111250,1.111120,1.111170,0
EURUSD,202006010639,1.111160,1.111380,1.111150,1.111180,0
EURUSD,202006010640,1.111170,1.111240,1.110980,1.111040,0
EURUSD,202006010641,1.111040,1.111130,1.110960,1.111120,0
EURUSD,202006010642,1.111130,1.111270,1.111070,1.111080,0
EURUSD,202006010643,1.111060,1.111190,1.111020,1.111150,0
EURUSD,202006010644,1.111150,1.111210,1.111030,1.111030,0
EURUSD,202006010645,1.111060,1.111200,1.110970,1.110990,0
EURUSD,202006010646,1.110990,1.110990,1.110740,1.110750,0
EURUSD,202006010647,1.110760,1.110770,1.110570,1.110630,0
EURUSD,202006010648,1.110650,1.110790,1.110570,1.110570,0
EURUSD,202006010649,1.110580,1.110700,1.110570,1.110620,0
EURUSD,202006010650,1.110630,1.110720,1.110570,1.110590,0
EURUSD,202006010651,1.110600,1.110900,1.110590,1.110790,0
EURUSD,202006010652,1.110790,1.110810,1.110720,1.110740,0
EURUSD,202006010653,1.110730,1.110750,1.110560,1.110590,0
EURUSD,202006010654,1.110580,1.110660,1.110460,1.110530,0
EURUSD,202006010655,1.110520,1.110520,1.110380,1.110390,0
EURUSD,202006010656,1.110410,1.110420,1.110280,1.110310,0
EURUSD,202006010657,1.110290,1.110290,1.110040,1.110170,0
EURUSD,202006010658,1.110170,1.110440,1.110080,1.110440,0
EURUSD,202006010659,1.110440,1.110700,1.110360,1.110590,0
EURUSD,202006010700,1.110580,1.110780,1.110570,1.110700,0
EURUSD,202006010701,1.110690,1.110860,1.110680,1.110830,0
EURUSD,202006010702,1.110840,1.110970,1.110720,1.110940,0
EURUSD,202006010703,1.110940,1.110970,1.110820,1.110890,0
